sequencenum,timestamp,context,event,detail,timestampint,contextinint,contextint,contextoutint,eventint,eventoffset,eventsize,eventdata
6097,3:25.499 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3287994746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22228,4,02 0F FF 78 
6098,3:25.499 703 688,"SysTick","ISR Exit","Returns to Idle",3287995259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22232,3,03 81 04 
6099,3:25.500 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288010746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22235,4,02 0F FF 78 
6100,3:25.500 703 688,"SysTick","ISR Exit","Returns to Idle",3288011259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22239,3,03 81 04 
6101,3:25.501 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288026746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22242,4,02 0F FF 78 
6102,3:25.501 703 688,"SysTick","ISR Exit","Returns to Idle",3288027259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22246,3,03 81 04 
6103,3:25.502 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288042746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22249,4,02 0F FF 78 
6104,3:25.502 703 688,"SysTick","ISR Exit","Returns to Idle",3288043259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22253,3,03 81 04 
6105,3:25.503 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288058746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22256,4,02 0F FF 78 
6106,3:25.503 703 688,"SysTick","ISR Exit","Returns to Idle",3288059259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22260,3,03 81 04 
6107,3:25.504 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288074746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22263,4,02 0F FF 78 
6108,3:25.504 703 688,"SysTick","ISR Exit","Returns to Idle",3288075259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22267,3,03 81 04 
6109,3:25.505 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288090746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22270,4,02 0F FF 78 
6110,3:25.505 703 688,"SysTick","ISR Exit","Returns to Idle",3288091259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22274,3,03 81 04 
6111,3:25.506 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288106746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22277,4,02 0F FF 78 
6112,3:25.506 703 688,"SysTick","ISR Exit","Returns to Idle",3288107259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22281,3,03 81 04 
6113,3:25.507 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288122746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22284,4,02 0F FF 78 
6114,3:25.507 703 688,"SysTick","ISR Exit","Returns to Idle",3288123259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22288,3,03 81 04 
6115,3:25.508 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288138746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22291,4,02 0F FF 78 
6116,3:25.508 703 688,"SysTick","ISR Exit","Returns to Idle",3288139259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22295,3,03 81 04 
6117,3:25.509 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288154746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22298,4,02 0F FF 78 
6118,3:25.509 703 688,"SysTick","ISR Exit","Returns to Idle",3288155259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22302,3,03 81 04 
6119,3:25.510 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288170746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22305,4,02 0F FF 78 
6120,3:25.510 703 688,"SysTick","ISR Exit","Returns to Idle",3288171259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22309,3,03 81 04 
6121,3:25.511 671 688,"SysTick","ISR Enter","Runs for 32.125 us",3288186747,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22312,4,02 0F 80 79 
6122,3:25.511 703 813,"SysTick","ISR Exit","Returns to Idle",3288187261,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22316,3,03 82 04 
6123,3:25.512 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288202746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22319,4,02 0F FD 78 
6124,3:25.512 703 688,"SysTick","ISR Exit","Returns to Idle",3288203259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22323,3,03 81 04 
6125,3:25.513 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288218746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22326,4,02 0F FF 78 
6126,3:25.513 703 688,"SysTick","ISR Exit","Returns to Idle",3288219259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22330,3,03 81 04 
6127,3:25.514 671 563,"SysTick","ISR Enter","Runs for 32.063 us",3288234745,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22333,4,02 0F FE 78 
6128,3:25.514 703 625,"SysTick","ISR Exit","Returns to Idle",3288235258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22337,3,03 81 04 
6129,3:25.515 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288250746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22340,4,02 0F 80 79 
6130,3:25.515 703 688,"SysTick","ISR Exit","Returns to Idle",3288251259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22344,3,03 81 04 
6131,3:25.516 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288266746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22347,4,02 0F FF 78 
6132,3:25.516 703 688,"SysTick","ISR Exit","Returns to Idle",3288267259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22351,3,03 81 04 
6133,3:25.517 671 625,"SysTick","ISR Enter","Runs for 32.000 us",3288282746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22354,4,02 0F FF 78 
6134,3:25.517 703 625,"SysTick","ISR Exit","Returns to Idle",3288283258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22358,3,03 80 04 
6135,3:25.518 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288298746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22361,4,02 0F 80 79 
6136,3:25.518 703 688,"SysTick","ISR Exit","Returns to Idle",3288299259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22365,3,03 81 04 
6137,3:25.519 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288314746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22368,4,02 0F FF 78 
6138,3:25.519 703 688,"SysTick","ISR Exit","Returns to Idle",3288315259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22372,3,03 81 04 
6139,3:25.520 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288330746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22375,4,02 0F FF 78 
6140,3:25.520 703 688,"SysTick","ISR Exit","Returns to Idle",3288331259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22379,3,03 81 04 
6141,3:25.521 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288346746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22382,4,02 0F FF 78 
6142,3:25.521 703 688,"SysTick","ISR Exit","Returns to Idle",3288347259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22386,3,03 81 04 
6143,3:25.522 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288362746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22389,4,02 0F FF 78 
6144,3:25.522 703 688,"SysTick","ISR Exit","Returns to Idle",3288363259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22393,3,03 81 04 
6145,3:25.523 671 625,"SysTick","ISR Enter","Runs for 32.000 us",3288378746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22396,4,02 0F FF 78 
6146,3:25.523 703 625,"SysTick","ISR Exit","Returns to Idle",3288379258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22400,3,03 80 04 
6147,3:25.524 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288394746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22403,4,02 0F 80 79 
6148,3:25.524 703 688,"SysTick","ISR Exit","Returns to Idle",3288395259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22407,3,03 81 04 
6149,3:25.525 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288410746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22410,4,02 0F FF 78 
6150,3:25.525 703 688,"SysTick","ISR Exit","Returns to Idle",3288411259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22414,3,03 81 04 
6151,3:25.526 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288426746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22417,4,02 0F FF 78 
6152,3:25.526 703 688,"SysTick","ISR Exit","Returns to Idle",3288427259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22421,3,03 81 04 
6153,3:25.527 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288442746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22424,4,02 0F FF 78 
6154,3:25.527 703 688,"SysTick","ISR Exit","Returns to Idle",3288443259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22428,3,03 81 04 
6155,3:25.528 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288458746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22431,4,02 0F FF 78 
6156,3:25.528 703 688,"SysTick","ISR Exit","Returns to Idle",3288459259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22435,3,03 81 04 
6157,3:25.529 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288474746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22438,4,02 0F FF 78 
6158,3:25.529 703 688,"SysTick","ISR Exit","Returns to Idle",3288475259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22442,3,03 81 04 
6159,3:25.530 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288490746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22445,4,02 0F FF 78 
6160,3:25.530 703 688,"SysTick","ISR Exit","Returns to Idle",3288491259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22449,3,03 81 04 
6161,3:25.531 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288506746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22452,4,02 0F FF 78 
6162,3:25.531 703 688,"SysTick","ISR Exit","Returns to Idle",3288507259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22456,3,03 81 04 
6163,3:25.532 671 625,"SysTick","ISR Enter","Runs for 32.000 us",3288522746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22459,4,02 0F FF 78 
6164,3:25.532 703 625,"SysTick","ISR Exit","Returns to Idle",3288523258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22463,3,03 80 04 
6165,3:25.533 671 563,"SysTick","ISR Enter","Runs for 32.125 us",3288538745,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22466,4,02 0F FF 78 
6166,3:25.533 703 688,"SysTick","ISR Exit","Returns to Idle",3288539259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22470,3,03 82 04 
6167,3:25.534 671 563,"SysTick","ISR Enter","Runs for 32.063 us",3288554745,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22473,4,02 0F FE 78 
6168,3:25.534 703 625,"SysTick","ISR Exit","Returns to Idle",3288555258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22477,3,03 81 04 
6169,3:25.535 671 625,"SysTick","ISR Enter","Runs for 32.125 us",3288570746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22480,4,02 0F 80 79 
6170,3:25.535 703 750,"SysTick","ISR Exit","Returns to Idle",3288571260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22484,3,03 82 04 
6171,3:25.536 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288586746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22487,4,02 0F FE 78 
6172,3:25.536 703 688,"SysTick","ISR Exit","Returns to Idle",3288587259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22491,3,03 81 04 
6173,3:25.537 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288602746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22494,4,02 0F FF 78 
6174,3:25.537 703 688,"SysTick","ISR Exit","Returns to Idle",3288603259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22498,3,03 81 04 
6175,3:25.538 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288618746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22501,4,02 0F FF 78 
6176,3:25.538 703 688,"SysTick","ISR Exit","Returns to Idle",3288619259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22505,3,03 81 04 
6177,3:25.539 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288634746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22508,4,02 0F FF 78 
6178,3:25.539 703 688,"SysTick","ISR Exit","Returns to Idle",3288635259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22512,3,03 81 04 
6179,3:25.540 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288650746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22515,4,02 0F FF 78 
6180,3:25.540 703 688,"SysTick","ISR Exit","Returns to Idle",3288651259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22519,3,03 81 04 
6181,3:25.541 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288666746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22522,4,02 0F FF 78 
6182,3:25.541 703 688,"SysTick","ISR Exit","Returns to Idle",3288667259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22526,3,03 81 04 
6183,3:25.542 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288682746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22529,4,02 0F FF 78 
6184,3:25.542 703 688,"SysTick","ISR Exit","Returns to Idle",3288683259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22533,3,03 81 04 
6185,3:25.543 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288698746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22536,4,02 0F FF 78 
6186,3:25.543 703 688,"SysTick","ISR Exit","Returns to Idle",3288699259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22540,3,03 81 04 
6187,3:25.544 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288714746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22543,4,02 0F FF 78 
6188,3:25.544 703 688,"SysTick","ISR Exit","Returns to Idle",3288715259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22547,3,03 81 04 
6189,3:25.545 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288730746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22550,4,02 0F FF 78 
6190,3:25.545 703 688,"SysTick","ISR Exit","Returns to Idle",3288731259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22554,3,03 81 04 
6191,3:25.546 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288746746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22557,4,02 0F FF 78 
6192,3:25.546 703 688,"SysTick","ISR Exit","Returns to Idle",3288747259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22561,3,03 81 04 
6193,3:25.547 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288762746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22564,4,02 0F FF 78 
6194,3:25.547 703 688,"SysTick","ISR Exit","Returns to Idle",3288763259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22568,3,03 81 04 
6195,3:25.548 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288778746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22571,4,02 0F FF 78 
6196,3:25.548 703 688,"SysTick","ISR Exit","Returns to Idle",3288779259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22575,3,03 81 04 
6197,3:25.549 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288794746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22578,4,02 0F FF 78 
6198,3:25.549 703 688,"SysTick","ISR Exit","Returns to Idle",3288795259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22582,3,03 81 04 
6199,3:25.550 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288810746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22585,4,02 0F FF 78 
6200,3:25.550 703 688,"SysTick","ISR Exit","Returns to Idle",3288811259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22589,3,03 81 04 
6201,3:25.551 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288826746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22592,4,02 0F FF 78 
6202,3:25.551 703 688,"SysTick","ISR Exit","Returns to Idle",3288827259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22596,3,03 81 04 
6203,3:25.552 671 563,"SysTick","ISR Enter","Runs for 32.063 us",3288842745,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22599,4,02 0F FE 78 
6204,3:25.552 703 625,"SysTick","ISR Exit","Returns to Idle",3288843258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22603,3,03 81 04 
6205,3:25.553 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288858746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22606,4,02 0F 80 79 
6206,3:25.553 703 688,"SysTick","ISR Exit","Returns to Idle",3288859259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22610,3,03 81 04 
6207,3:25.554 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288874746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22613,4,02 0F FF 78 
6208,3:25.554 703 688,"SysTick","ISR Exit","Returns to Idle",3288875259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22617,3,03 81 04 
6209,3:25.555 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288890746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22620,4,02 0F FF 78 
6210,3:25.555 703 688,"SysTick","ISR Exit","Returns to Idle",3288891259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22624,3,03 81 04 
6211,3:25.556 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288906746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22627,4,02 0F FF 78 
6212,3:25.556 703 688,"SysTick","ISR Exit","Returns to Idle",3288907259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22631,3,03 81 04 
6213,3:25.557 671 688,"SysTick","ISR Enter","Runs for 32.063 us",3288922747,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22634,4,02 0F 80 79 
6214,3:25.557 703 750,"SysTick","ISR Exit","Returns to Idle",3288923260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22638,3,03 81 04 
6215,3:25.558 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288938746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22641,4,02 0F FE 78 
6216,3:25.558 703 688,"SysTick","ISR Exit","Returns to Idle",3288939259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22645,3,03 81 04 
6217,3:25.559 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288954746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22648,4,02 0F FF 78 
6218,3:25.559 703 688,"SysTick","ISR Exit","Returns to Idle",3288955259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22652,3,03 81 04 
6219,3:25.560 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288970746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22655,4,02 0F FF 78 
6220,3:25.560 703 688,"SysTick","ISR Exit","Returns to Idle",3288971259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22659,3,03 81 04 
6221,3:25.561 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3288986746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22662,4,02 0F FF 78 
6222,3:25.561 703 688,"SysTick","ISR Exit","Returns to Idle",3288987259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22666,3,03 81 04 
6223,3:25.562 671 625,"SysTick","ISR Enter","Runs for 32.000 us",3289002746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22669,4,02 0F FF 78 
6224,3:25.562 703 625,"SysTick","ISR Exit","Returns to Idle",3289003258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22673,3,03 80 04 
6225,3:25.563 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289018746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22676,4,02 0F 80 79 
6226,3:25.563 703 688,"SysTick","ISR Exit","Returns to Idle",3289019259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22680,3,03 81 04 
6227,3:25.564 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289034746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22683,4,02 0F FF 78 
6228,3:25.564 703 688,"SysTick","ISR Exit","Returns to Idle",3289035259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22687,3,03 81 04 
6229,3:25.565 671 625,"SysTick","ISR Enter","Runs for 32.125 us",3289050746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22690,4,02 0F FF 78 
6230,3:25.565 703 750,"SysTick","ISR Exit","Returns to Idle",3289051260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22694,3,03 82 04 
6231,3:25.566 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289066746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22697,4,02 0F FE 78 
6232,3:25.566 703 688,"SysTick","ISR Exit","Returns to Idle",3289067259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22701,3,03 81 04 
6233,3:25.567 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289082746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22704,4,02 0F FF 78 
6234,3:25.567 703 688,"SysTick","ISR Exit","Returns to Idle",3289083259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22708,3,03 81 04 
6235,3:25.568 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289098746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22711,4,02 0F FF 78 
6236,3:25.568 703 688,"SysTick","ISR Exit","Returns to Idle",3289099259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22715,3,03 81 04 
6237,3:25.569 671 688,"SysTick","ISR Enter","Runs for 32.063 us",3289114747,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22718,4,02 0F 80 79 
6238,3:25.569 703 750,"SysTick","ISR Exit","Returns to Idle",3289115260,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22722,3,03 81 04 
6239,3:25.570 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289130746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22725,4,02 0F FE 78 
6240,3:25.570 703 688,"SysTick","ISR Exit","Returns to Idle",3289131259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22729,3,03 81 04 
6241,3:25.571 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289146746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22732,4,02 0F FF 78 
6242,3:25.571 703 688,"SysTick","ISR Exit","Returns to Idle",3289147259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22736,3,03 81 04 
6243,3:25.572 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289162746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22739,4,02 0F FF 78 
6244,3:25.572 703 688,"SysTick","ISR Exit","Returns to Idle",3289163259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22743,3,03 81 04 
6245,3:25.573 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289178746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22746,4,02 0F FF 78 
6246,3:25.573 703 688,"SysTick","ISR Exit","Returns to Idle",3289179259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22750,3,03 81 04 
6247,3:25.574 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289194746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22753,4,02 0F FF 78 
6248,3:25.574 703 688,"SysTick","ISR Exit","Returns to Idle",3289195259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22757,3,03 81 04 
6249,3:25.575 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289210746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22760,4,02 0F FF 78 
6250,3:25.575 703 688,"SysTick","ISR Exit","Returns to Idle",3289211259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22764,3,03 81 04 
6251,3:25.576 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289226746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22767,4,02 0F FF 78 
6252,3:25.576 703 688,"SysTick","ISR Exit","Returns to Idle",3289227259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22771,3,03 81 04 
6253,3:25.577 671 625,"SysTick","ISR Enter","Runs for 32.063 us",3289242746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22774,4,02 0F FF 78 
6254,3:25.577 703 688,"SysTick","ISR Exit","Returns to Idle",3289243259,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22778,3,03 81 04 
6255,3:25.578 671 625,"SysTick","ISR Enter","Runs for 32.000 us",3289258746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22781,4,02 0F FF 78 
6256,3:25.578 703 625,"SysTick","ISR Exit","Returns to Idle",3289259258,0x000000010000000F,0x000000010000000F,0x0000001000000000,3,22785,3,03 80 04 
6257,3:25.579 671 625,"SysTick","ISR Enter","Runs for 81.750 us",3289274746,0x0000001000000000,0x000000010000000F,0x000000010000000F,2,22788,4,02 0F 80 79 
6258,3:25.579 713 750,"SysTick","Task Ready","Task-2, runs after 81.125 us",3289275420,0x000000010000000F,0x000000010000000F,0x000000010000000F,6,22792,5,06 D8 0D A2 05 
6259,3:25.579 753 375,"SysTick","ISR Exit","Returns to Scheduler",3289276054,0x000000010000000F,0x000000010000000F,0x0000000400000000,18,22797,3,12 FA 04 
6260,3:25.579 794 875,"Task-2","Task Run","Runs for 139.250 us",3289276718,0x0000000400000000,0x00000008000006D8,0x00000008000006D8,4,22800,5,04 D8 0D 98 05 
6261,3:25.579 858 688,"Task-2","Log","Green Led Task!!",3289277739,0x00000008000006D8,0x00000008000006D8,0x00000008000006D8,26,22805,23,1A 13 10 47 72 65 65 6E 20 4C 65 64 20 54 61 73 6B 21 21 00 00 FD 07 
6262,3:25.579 897 188,"Task-2","vTaskDelay","xTicksToDelay=100",3289278355,0x00000008000006D8,0x00000008000006D8,0x00000008000006D8,35,22828,5,23 01 64 E8 04 
6263,3:25.579 934 125,"Task-2","Task Block","Delayed",3289278946,0x00000008000006D8,0x00000008000006D8,0x0000000400000000,7,22833,6,07 D8 0D 04 CF 04 
